date,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,rank_24,rank_25,rank_26,rank_27,rank_28,rank_29,rank_30,rank_31,rank_32,rank_33,rank_34,rank_35,rank_36,rank_37,rank_38,rank_39,rank_40,rank_41,rank_42,rank_43,rank_44,rank_45,rank_46,rank_47,rank_48,rank_49,rank_50
2026-01-22 04:00:00+00:00,BTC,ETH,XRP,BNB,SOL,TRX,DOGE,BCH,LINK,AVAX,LTC,SHIB,DOT,UNI,AAVE,NEAR,ATOM,ALGO,CRV,CHZ,LDO,SAND,AXS,GRT,ENS,MANA,GALA,BAT,RAY,COMP,IMX,1INCH,APE,CVX,RSR,YFI,ZRX,SUSHI,LRC,SKL,BAND,GMT,PEOPLE,BNT,SPELL,SXP,CHR,SLP,KNC,CVC
2026-01-22 08:00:00+00:00,BTC,ETH,BNB,XRP,SOL,TRX,DOGE,BCH,LINK,AVAX,LTC,SHIB,DOT,UNI,AAVE,NEAR,ATOM,ALGO,CRV,CHZ,LDO,AXS,SAND,GRT,ENS,MANA,GALA,BAT,RAY,COMP,IMX,1INCH,APE,CVX,RSR,YFI,ZRX,SUSHI,LRC,SKL,BAND,GMT,PEOPLE,BNT,SPELL,SXP,CHR,SLP,KNC,CVC
2026-01-22 12:00:00+00:00,BTC,ETH,BNB,XRP,SOL,TRX,DOGE,BCH,LINK,AVAX,LTC,SHIB,DOT,UNI,AAVE,NEAR,ATOM,ALGO,CRV,CHZ,LDO,SAND,AXS,GRT,ENS,MANA,GALA,BAT,RAY,COMP,IMX,1INCH,APE,CVX,RSR,YFI,ZRX,SUSHI,SKL,LRC,BAND,GMT,PEOPLE,BNT,SPELL,SXP,CHR,SLP,KNC,CVC
2026-01-22 16:00:00+00:00,BTC,ETH,BNB,XRP,SOL,TRX,DOGE,BCH,LINK,LTC,AVAX,SHIB,DOT,UNI,AAVE,NEAR,ATOM,ALGO,CRV,CHZ,LDO,AXS,SAND,GRT,ENS,MANA,GALA,BAT,RAY,COMP,IMX,1INCH,APE,CVX,RSR,YFI,ZRX,SUSHI,SKL,LRC,BAND,GMT,PEOPLE,BNT,SPELL,SXP,CHR,SLP,KNC,CVC
2026-01-22 20:00:00+00:00,BTC,ETH,BNB,XRP,SOL,TRX,DOGE,BCH,LINK,AVAX,LTC,SHIB,DOT,UNI,AAVE,NEAR,ATOM,ALGO,CRV,CHZ,AXS,LDO,SAND,GRT,ENS,MANA,GALA,BAT,RAY,COMP,IMX,1INCH,APE,CVX,RSR,YFI,ZRX,SUSHI,SKL,LRC,BAND,GMT,PEOPLE,BNT,SPELL,SXP,CHR,SLP,KNC,CVC
2026-01-23 00:00:00+00:00,BTC,ETH,BNB,XRP,SOL,TRX,DOGE,BCH,LINK,LTC,AVAX,SHIB,DOT,UNI,AAVE,NEAR,ATOM,ALGO,CRV,CHZ,AXS,SAND,LDO,GRT,ENS,MANA,GALA,BAT,RAY,COMP,IMX,1INCH,APE,CVX,RSR,YFI,ZRX,SUSHI,SKL,LRC,BAND,GMT,PEOPLE,BNT,SPELL,SXP,CHR,SLP,KNC,CVC
2026-01-23 04:00:00+00:00,BTC,ETH,BNB,XRP,SOL,TRX,DOGE,BCH,LINK,LTC,AVAX,SHIB,DOT,UNI,AAVE,NEAR,ATOM,ALGO,CRV,CHZ,AXS,LDO,SAND,GRT,ENS,MANA,GALA,BAT,RAY,COMP,IMX,1INCH,APE,CVX,RSR,YFI,ZRX,SUSHI,SKL,LRC,BAND,GMT,PEOPLE,BNT,SPELL,SXP,CHR,SLP,KNC,CVC
2026-01-23 08:00:00+00:00,BTC,ETH,BNB,XRP,SOL,TRX,DOGE,BCH,LINK,LTC,AVAX,SHIB,DOT,UNI,AAVE,NEAR,ATOM,ALGO,CRV,CHZ,AXS,LDO,SAND,GRT,ENS,MANA,GALA,BAT,RAY,COMP,IMX,1INCH,APE,CVX,RSR,YFI,ZRX,SUSHI,SKL,LRC,BAND,GMT,PEOPLE,BNT,SPELL,SXP,CHR,SLP,KNC,CVC
2026-01-23 12:00:00+00:00,BTC,ETH,BNB,XRP,SOL,TRX,DOGE,BCH,LINK,AVAX,LTC,SHIB,DOT,UNI,AAVE,NEAR,ATOM,ALGO,CRV,CHZ,AXS,LDO,SAND,GRT,ENS,MANA,GALA,BAT,RAY,COMP,IMX,1INCH,APE,CVX,RSR,YFI,ZRX,SUSHI,SKL,LRC,BAND,GMT,PEOPLE,BNT,SPELL,SXP,SLP,CHR,KNC,CVC
2026-01-23 16:00:00+00:00,BTC,ETH,BNB,XRP,SOL,TRX,DOGE,BCH,LINK,AVAX,LTC,SHIB,DOT,UNI,AAVE,NEAR,ATOM,ALGO,CRV,CHZ,AXS,LDO,SAND,GRT,ENS,MANA,GALA,BAT,RAY,COMP,IMX,1INCH,APE,CVX,RSR,YFI,ZRX,SUSHI,SKL,LRC,BAND,GMT,PEOPLE,BNT,SPELL,SXP,SLP,CHR,KNC,CVC
2026-01-23 20:00:00+00:00,BTC,ETH,BNB,XRP,SOL,TRX,DOGE,BCH,LINK,LTC,AVAX,SHIB,DOT,UNI,AAVE,NEAR,ATOM,ALGO,CRV,CHZ,AXS,LDO,SAND,GRT,ENS,MANA,GALA,BAT,RAY,COMP,IMX,1INCH,APE,CVX,RSR,YFI,ZRX,SUSHI,SKL,LRC,BAND,GMT,PEOPLE,BNT,SPELL,SXP,SLP,CHR,KNC,CVC
2026-01-24 00:00:00+00:00,BTC,ETH,BNB,XRP,SOL,TRX,DOGE,BCH,LINK,LTC,AVAX,SHIB,DOT,UNI,AAVE,NEAR,ATOM,ALGO,CRV,CHZ,AXS,LDO,SAND,GRT,ENS,MANA,GALA,BAT,RAY,COMP,IMX,1INCH,APE,CVX,RSR,YFI,ZRX,SUSHI,SKL,LRC,BAND,GMT,PEOPLE,BNT,SPELL,SXP,CHR,SLP,KNC,CVC
2026-01-24 04:00:00+00:00,BTC,ETH,BNB,XRP,SOL,TRX,DOGE,BCH,LINK,LTC,AVAX,SHIB,DOT,UNI,AAVE,NEAR,ATOM,ALGO,CRV,CHZ,AXS,LDO,SAND,GRT,ENS,MANA,GALA,BAT,RAY,COMP,IMX,1INCH,APE,CVX,RSR,YFI,ZRX,SUSHI,SKL,LRC,BAND,GMT,PEOPLE,BNT,SPELL,SXP,CHR,SLP,KNC,CVC
2026-01-24 08:00:00+00:00,BTC,ETH,BNB,XRP,SOL,TRX,DOGE,BCH,LINK,LTC,AVAX,SHIB,DOT,UNI,AAVE,NEAR,ATOM,ALGO,CRV,CHZ,AXS,LDO,SAND,GRT,ENS,MANA,GALA,BAT,RAY,COMP,IMX,1INCH,CVX,APE,RSR,YFI,ZRX,SUSHI,SKL,LRC,BAND,GMT,PEOPLE,BNT,SPELL,SXP,CHR,SLP,KNC,CVC
2026-01-24 12:00:00+00:00,BTC,ETH,BNB,XRP,SOL,TRX,DOGE,BCH,LINK,LTC,AVAX,SHIB,DOT,UNI,AAVE,NEAR,ATOM,ALGO,CHZ,CRV,AXS,LDO,SAND,GRT,ENS,MANA,GALA,BAT,RAY,COMP,IMX,1INCH,CVX,APE,RSR,YFI,ZRX,SUSHI,SKL,LRC,BAND,GMT,PEOPLE,BNT,SPELL,SXP,CHR,KNC,SLP,CVC
2026-01-24 16:00:00+00:00,BTC,ETH,BNB,XRP,SOL,TRX,DOGE,BCH,LINK,LTC,AVAX,SHIB,DOT,UNI,AAVE,NEAR,ATOM,ALGO,CRV,CHZ,LDO,AXS,SAND,GRT,ENS,MANA,GALA,BAT,RAY,COMP,IMX,CVX,1INCH,APE,RSR,YFI,ZRX,SUSHI,SKL,LRC,BAND,GMT,PEOPLE,BNT,SPELL,SXP,CHR,KNC,SLP,CVC
2026-01-24 20:00:00+00:00,BTC,ETH,BNB,XRP,SOL,TRX,DOGE,BCH,LINK,LTC,AVAX,SHIB,DOT,UNI,AAVE,NEAR,ATOM,ALGO,CRV,CHZ,AXS,LDO,SAND,GRT,ENS,MANA,GALA,RAY,BAT,COMP,IMX,1INCH,CVX,APE,RSR,YFI,ZRX,SUSHI,SKL,LRC,BAND,GMT,PEOPLE,BNT,SPELL,SXP,CHR,KNC,SLP,CVC
2026-01-25 00:00:00+00:00,BTC,ETH,BNB,XRP,SOL,TRX,DOGE,BCH,LINK,LTC,AVAX,SHIB,DOT,UNI,AAVE,NEAR,ATOM,ALGO,CRV,CHZ,LDO,AXS,GRT,SAND,ENS,MANA,GALA,RAY,BAT,COMP,IMX,1INCH,CVX,APE,RSR,YFI,ZRX,SUSHI,SKL,LRC,BAND,GMT,PEOPLE,BNT,SPELL,SXP,CHR,KNC,CVC,SLP
2026-01-25 04:00:00+00:00,BTC,ETH,BNB,XRP,SOL,TRX,DOGE,BCH,LINK,LTC,AVAX,SHIB,DOT,UNI,AAVE,NEAR,ATOM,ALGO,CRV,CHZ,LDO,AXS,GRT,SAND,ENS,MANA,GALA,RAY,BAT,COMP,IMX,CVX,1INCH,APE,RSR,YFI,ZRX,SUSHI,SKL,LRC,BAND,GMT,PEOPLE,BNT,SPELL,SXP,CHR,KNC,CVC,SLP
2026-01-25 08:00:00+00:00,BTC,ETH,BNB,XRP,SOL,TRX,DOGE,BCH,LINK,LTC,AVAX,SHIB,DOT,UNI,AAVE,NEAR,ATOM,ALGO,CRV,CHZ,LDO,GRT,AXS,SAND,ENS,GALA,MANA,RAY,BAT,COMP,IMX,CVX,1INCH,APE,RSR,YFI,ZRX,SUSHI,SKL,LRC,BAND,GMT,PEOPLE,BNT,SPELL,SXP,CHR,KNC,CVC,SLP
2026-01-25 12:00:00+00:00,BTC,ETH,BNB,XRP,SOL,TRX,DOGE,BCH,LINK,LTC,AVAX,SHIB,DOT,UNI,AAVE,NEAR,ATOM,ALGO,CHZ,CRV,LDO,GRT,SAND,AXS,ENS,GALA,MANA,RAY,BAT,COMP,IMX,1INCH,CVX,APE,RSR,YFI,ZRX,SUSHI,SKL,LRC,BAND,GMT,PEOPLE,BNT,SPELL,SXP,KNC,CHR,CVC,MTL
2026-01-25 16:00:00+00:00,BTC,ETH,BNB,XRP,SOL,TRX,DOGE,BCH,LINK,LTC,AVAX,SHIB,DOT,UNI,AAVE,NEAR,ATOM,ALGO,CHZ,CRV,LDO,GRT,AXS,SAND,ENS,GALA,MANA,RAY,BAT,COMP,IMX,1INCH,CVX,APE,RSR,YFI,ZRX,SUSHI,SKL,LRC,BAND,GMT,PEOPLE,BNT,SPELL,SXP,CHR,KNC,CVC,SLP
2026-01-25 20:00:00+00:00,BTC,ETH,BNB,XRP,SOL,TRX,DOGE,BCH,LINK,LTC,AVAX,SHIB,DOT,UNI,AAVE,NEAR,ATOM,ALGO,CRV,CHZ,LDO,GRT,AXS,SAND,ENS,GALA,MANA,RAY,BAT,COMP,IMX,1INCH,CVX,APE,RSR,YFI,ZRX,SUSHI,SKL,LRC,BAND,GMT,PEOPLE,BNT,SPELL,SXP,CHR,KNC,CVC,MTL
2026-01-26 00:00:00+00:00,BTC,ETH,BNB,XRP,SOL,TRX,DOGE,BCH,LINK,LTC,AVAX,SHIB,DOT,UNI,AAVE,NEAR,ATOM,ALGO,CRV,CHZ,LDO,GRT,SAND,ENS,AXS,GALA,MANA,RAY,BAT,COMP,IMX,1INCH,CVX,APE,RSR,YFI,ZRX,SUSHI,SKL,LRC,BAND,GMT,PEOPLE,BNT,SPELL,SXP,CHR,KNC,CVC,MTL
2026-01-26 04:00:00+00:00,BTC,ETH,BNB,XRP,SOL,TRX,DOGE,BCH,LINK,LTC,AVAX,SHIB,DOT,UNI,AAVE,NEAR,ATOM,ALGO,CHZ,CRV,LDO,GRT,AXS,SAND,ENS,GALA,MANA,RAY,BAT,COMP,IMX,1INCH,CVX,APE,RSR,YFI,ZRX,SUSHI,SKL,LRC,BAND,GMT,PEOPLE,BNT,SPELL,SXP,CHR,KNC,CVC,SLP
2026-01-26 08:00:00+00:00,BTC,ETH,BNB,XRP,SOL,TRX,DOGE,BCH,LINK,LTC,AVAX,SHIB,DOT,UNI,AAVE,NEAR,ATOM,ALGO,CRV,CHZ,LDO,AXS,GRT,SAND,ENS,GALA,MANA,BAT,RAY,COMP,IMX,1INCH,CVX,APE,RSR,YFI,ZRX,SUSHI,SKL,LRC,BAND,GMT,PEOPLE,BNT,SPELL,CHR,KNC,CVC,SLP,SXP
2026-01-26 12:00:00+00:00,BTC,ETH,XRP,BNB,SOL,TRX,DOGE,BCH,LINK,LTC,AVAX,SHIB,DOT,UNI,AAVE,NEAR,ATOM,ALGO,CHZ,CRV,LDO,AXS,GRT,SAND,ENS,GALA,MANA,BAT,RAY,COMP,IMX,1INCH,CVX,APE,RSR,YFI,ZRX,SUSHI,LRC,SKL,BAND,GMT,PEOPLE,BNT,SPELL,CHR,SLP,KNC,CVC,MTL
2026-01-26 16:00:00+00:00,BTC,ETH,BNB,XRP,SOL,TRX,DOGE,BCH,LINK,LTC,AVAX,SHIB,DOT,UNI,AAVE,NEAR,ATOM,ALGO,CHZ,CRV,LDO,AXS,GRT,SAND,ENS,GALA,MANA,BAT,RAY,COMP,IMX,1INCH,CVX,APE,RSR,YFI,ZRX,SUSHI,LRC,SKL,BAND,GMT,PEOPLE,BNT,SPELL,CHR,KNC,SLP,CVC,MTL
2026-01-26 20:00:00+00:00,BTC,ETH,BNB,XRP,SOL,TRX,DOGE,BCH,LINK,LTC,AVAX,SHIB,DOT,UNI,AAVE,NEAR,ATOM,ALGO,CHZ,CRV,LDO,AXS,GRT,SAND,ENS,GALA,MANA,RAY,BAT,COMP,IMX,1INCH,CVX,APE,RSR,YFI,ZRX,SUSHI,LRC,SKL,BAND,GMT,PEOPLE,BNT,SPELL,CHR,KNC,SLP,CVC,MTL
2026-01-27 00:00:00+00:00,BTC,ETH,BNB,XRP,SOL,TRX,DOGE,BCH,LINK,LTC,AVAX,SHIB,DOT,UNI,AAVE,NEAR,ATOM,ALGO,CHZ,CRV,AXS,LDO,GRT,SAND,ENS,GALA,MANA,RAY,BAT,COMP,IMX,1INCH,CVX,APE,RSR,YFI,ZRX,SUSHI,LRC,SKL,GMT,BAND,PEOPLE,BNT,SPELL,KNC,CHR,SLP,CVC,MTL
2026-01-27 04:00:00+00:00,BTC,ETH,BNB,XRP,SOL,TRX,DOGE,BCH,LINK,LTC,AVAX,SHIB,DOT,UNI,AAVE,NEAR,ATOM,ALGO,CHZ,CRV,AXS,LDO,GRT,SAND,ENS,GALA,MANA,RAY,BAT,COMP,IMX,1INCH,CVX,APE,RSR,YFI,ZRX,SUSHI,LRC,SKL,BAND,GMT,PEOPLE,BNT,SPELL,CHR,KNC,SLP,CVC,MTL
2026-01-27 08:00:00+00:00,BTC,ETH,BNB,XRP,SOL,TRX,DOGE,BCH,LINK,LTC,AVAX,SHIB,DOT,UNI,AAVE,NEAR,ATOM,ALGO,CHZ,CRV,AXS,LDO,GRT,SAND,ENS,GALA,MANA,RAY,BAT,COMP,IMX,1INCH,CVX,APE,RSR,YFI,ZRX,SUSHI,SKL,LRC,BAND,GMT,PEOPLE,BNT,SPELL,CHR,KNC,SLP,CVC,SXP
2026-01-27 12:00:00+00:00,BTC,ETH,BNB,XRP,SOL,TRX,DOGE,BCH,LINK,LTC,AVAX,SHIB,DOT,UNI,AAVE,NEAR,ATOM,ALGO,CHZ,CRV,LDO,AXS,GRT,ENS,SAND,GALA,MANA,RAY,BAT,COMP,IMX,CVX,APE,1INCH,RSR,YFI,ZRX,SUSHI,LRC,SKL,BAND,GMT,PEOPLE,BNT,SPELL,CHR,KNC,SLP,CVC,MTL
2026-01-27 16:00:00+00:00,BTC,ETH,BNB,XRP,SOL,TRX,DOGE,BCH,LINK,LTC,AVAX,SHIB,DOT,UNI,AAVE,NEAR,ATOM,ALGO,CHZ,CRV,LDO,AXS,GRT,ENS,SAND,GALA,MANA,RAY,BAT,COMP,IMX,CVX,APE,1INCH,RSR,YFI,ZRX,SUSHI,LRC,SKL,GMT,BAND,PEOPLE,BNT,SPELL,CHR,KNC,SLP,CVC,MTL
2026-01-27 20:00:00+00:00,BTC,ETH,BNB,XRP,SOL,TRX,DOGE,BCH,LINK,LTC,AVAX,SHIB,DOT,UNI,AAVE,NEAR,ATOM,ALGO,CHZ,CRV,AXS,LDO,GRT,ENS,SAND,GALA,MANA,RAY,BAT,COMP,IMX,CVX,APE,1INCH,RSR,YFI,ZRX,SUSHI,SKL,LRC,BAND,GMT,PEOPLE,BNT,SPELL,CHR,KNC,SLP,CVC,MTL
2026-01-28 00:00:00+00:00,BTC,ETH,BNB,XRP,SOL,TRX,DOGE,BCH,LINK,LTC,AVAX,SHIB,DOT,UNI,AAVE,NEAR,ATOM,ALGO,CHZ,CRV,LDO,AXS,GRT,ENS,SAND,GALA,MANA,RAY,BAT,COMP,IMX,CVX,APE,1INCH,RSR,YFI,ZRX,SUSHI,SKL,LRC,BAND,GMT,PEOPLE,BNT,SPELL,CHR,KNC,SLP,CVC,MTL
2026-01-28 04:00:00+00:00,BTC,ETH,BNB,XRP,SOL,TRX,DOGE,BCH,LINK,LTC,AVAX,SHIB,DOT,UNI,AAVE,NEAR,ATOM,ALGO,CHZ,CRV,LDO,AXS,GRT,ENS,SAND,GALA,RAY,MANA,BAT,COMP,IMX,CVX,APE,1INCH,RSR,YFI,ZRX,SUSHI,LRC,SKL,GMT,BAND,PEOPLE,BNT,SPELL,CHR,KNC,CVC,SLP,MTL
2026-01-28 08:00:00+00:00,BTC,ETH,BNB,XRP,SOL,TRX,DOGE,BCH,LINK,LTC,AVAX,SHIB,DOT,UNI,AAVE,NEAR,ATOM,ALGO,CHZ,CRV,LDO,AXS,GRT,ENS,SAND,RAY,GALA,MANA,BAT,COMP,IMX,CVX,APE,1INCH,RSR,YFI,ZRX,SUSHI,SKL,LRC,GMT,BAND,PEOPLE,BNT,SPELL,CHR,KNC,CVC,SLP,MTL
2026-01-28 12:00:00+00:00,BTC,ETH,BNB,XRP,SOL,TRX,DOGE,BCH,LINK,LTC,AVAX,SHIB,DOT,UNI,AAVE,NEAR,ATOM,ALGO,CHZ,CRV,LDO,AXS,GRT,ENS,SAND,GALA,RAY,MANA,BAT,COMP,CVX,IMX,APE,1INCH,RSR,YFI,ZRX,SUSHI,LRC,SKL,GMT,BAND,PEOPLE,BNT,SPELL,CHR,KNC,CVC,MTL,SLP
2026-01-28 16:00:00+00:00,BTC,ETH,BNB,XRP,SOL,TRX,DOGE,BCH,LINK,LTC,AVAX,SHIB,DOT,UNI,AAVE,NEAR,ATOM,ALGO,CHZ,CRV,LDO,AXS,GRT,ENS,SAND,GALA,RAY,MANA,BAT,COMP,IMX,CVX,APE,1INCH,RSR,YFI,ZRX,SUSHI,LRC,SKL,GMT,BAND,PEOPLE,BNT,SPELL,CHR,KNC,CVC,MTL,SLP
2026-01-28 20:00:00+00:00,BTC,ETH,BNB,XRP,SOL,TRX,DOGE,BCH,LINK,LTC,AVAX,SHIB,DOT,UNI,AAVE,NEAR,ATOM,ALGO,CHZ,CRV,LDO,GRT,AXS,ENS,SAND,GALA,RAY,MANA,BAT,COMP,CVX,IMX,APE,1INCH,RSR,YFI,ZRX,SUSHI,LRC,SKL,GMT,BAND,PEOPLE,BNT,SPELL,KNC,CHR,CVC,MTL,SLP
2026-01-29 00:00:00+00:00,BTC,ETH,BNB,XRP,SOL,TRX,DOGE,BCH,LINK,LTC,AVAX,SHIB,DOT,UNI,AAVE,NEAR,ATOM,ALGO,CHZ,CRV,LDO,GRT,AXS,ENS,SAND,GALA,RAY,MANA,BAT,COMP,CVX,IMX,APE,1INCH,RSR,YFI,ZRX,SUSHI,LRC,SKL,GMT,BAND,PEOPLE,BNT,SPELL,KNC,CHR,CVC,MTL,SLP
2026-01-29 04:00:00+00:00,BTC,ETH,BNB,XRP,SOL,TRX,DOGE,BCH,LINK,LTC,AVAX,SHIB,DOT,UNI,AAVE,NEAR,ATOM,ALGO,CHZ,CRV,LDO,AXS,GRT,ENS,SAND,GALA,RAY,MANA,BAT,COMP,CVX,IMX,APE,1INCH,RSR,YFI,ZRX,SUSHI,LRC,SKL,GMT,BAND,PEOPLE,BNT,SPELL,KNC,CHR,CVC,MTL,SLP
2026-01-29 08:00:00+00:00,BTC,ETH,BNB,XRP,SOL,TRX,DOGE,BCH,LINK,LTC,AVAX,SHIB,DOT,UNI,AAVE,NEAR,ATOM,ALGO,CHZ,CRV,LDO,GRT,AXS,ENS,SAND,GALA,RAY,MANA,BAT,COMP,CVX,IMX,APE,1INCH,RSR,YFI,ZRX,SUSHI,LRC,SKL,GMT,BAND,PEOPLE,BNT,SPELL,CHR,KNC,CVC,MTL,SLP
2026-01-29 12:00:00+00:00,BTC,ETH,BNB,XRP,SOL,TRX,DOGE,BCH,LINK,LTC,AVAX,SHIB,DOT,UNI,AAVE,NEAR,ATOM,ALGO,CHZ,CRV,LDO,AXS,GRT,ENS,SAND,GALA,RAY,MANA,BAT,COMP,CVX,IMX,APE,1INCH,RSR,YFI,ZRX,SUSHI,LRC,SKL,GMT,BAND,PEOPLE,BNT,SPELL,KNC,CHR,CVC,MTL,SLP
2026-01-29 16:00:00+00:00,BTC,ETH,BNB,XRP,SOL,TRX,DOGE,BCH,LINK,LTC,AVAX,SHIB,DOT,UNI,AAVE,NEAR,ATOM,ALGO,CRV,CHZ,LDO,AXS,GRT,ENS,SAND,GALA,RAY,MANA,BAT,COMP,CVX,IMX,APE,1INCH,RSR,YFI,ZRX,SUSHI,LRC,SKL,GMT,BAND,PEOPLE,BNT,SPELL,CHR,KNC,CVC,MTL,SLP
2026-01-29 20:00:00+00:00,BTC,ETH,BNB,XRP,SOL,TRX,DOGE,BCH,LINK,LTC,AVAX,SHIB,DOT,UNI,AAVE,NEAR,ATOM,ALGO,CRV,CHZ,LDO,AXS,GRT,ENS,SAND,GALA,RAY,MANA,BAT,COMP,CVX,IMX,APE,1INCH,RSR,YFI,ZRX,SUSHI,LRC,SKL,GMT,BAND,PEOPLE,SPELL,BNT,CHR,KNC,CVC,MTL,SLP
2026-01-30 00:00:00+00:00,BTC,ETH,BNB,XRP,SOL,TRX,DOGE,BCH,LINK,LTC,AVAX,SHIB,DOT,UNI,AAVE,NEAR,ATOM,ALGO,CHZ,CRV,LDO,AXS,GRT,ENS,SAND,GALA,RAY,MANA,BAT,COMP,CVX,IMX,APE,1INCH,RSR,YFI,ZRX,SUSHI,LRC,SKL,GMT,BAND,PEOPLE,SPELL,BNT,KNC,CHR,CVC,SLP,MTL
2026-01-30 04:00:00+00:00,BTC,ETH,BNB,XRP,SOL,TRX,DOGE,BCH,LINK,LTC,AVAX,SHIB,DOT,UNI,AAVE,NEAR,ATOM,ALGO,CHZ,CRV,LDO,AXS,GRT,ENS,SAND,GALA,RAY,MANA,BAT,COMP,CVX,IMX,APE,1INCH,RSR,YFI,ZRX,SUSHI,LRC,SKL,GMT,BAND,PEOPLE,BNT,SPELL,KNC,CHR,CVC,SLP,MTL
2026-01-30 08:00:00+00:00,BTC,ETH,BNB,XRP,SOL,TRX,DOGE,BCH,LINK,LTC,AVAX,SHIB,DOT,UNI,AAVE,NEAR,ATOM,ALGO,CHZ,CRV,LDO,AXS,GRT,ENS,SAND,GALA,RAY,MANA,BAT,COMP,CVX,IMX,APE,1INCH,RSR,YFI,ZRX,SUSHI,LRC,SKL,GMT,BAND,PEOPLE,BNT,SPELL,KNC,CHR,CVC,SLP,MTL
2026-01-30 12:00:00+00:00,BTC,ETH,BNB,XRP,SOL,TRX,DOGE,BCH,LINK,LTC,AVAX,SHIB,DOT,UNI,AAVE,NEAR,ATOM,ALGO,CHZ,CRV,LDO,AXS,GRT,ENS,SAND,GALA,RAY,MANA,BAT,COMP,CVX,IMX,APE,1INCH,RSR,YFI,ZRX,SUSHI,LRC,SKL,BAND,GMT,PEOPLE,SPELL,BNT,KNC,CHR,CVC,MTL,SLP
2026-01-30 16:00:00+00:00,BTC,ETH,BNB,XRP,SOL,TRX,DOGE,BCH,LINK,LTC,AVAX,SHIB,DOT,UNI,AAVE,NEAR,ATOM,ALGO,CHZ,CRV,LDO,GRT,AXS,ENS,SAND,GALA,RAY,MANA,BAT,COMP,CVX,IMX,APE,1INCH,RSR,YFI,ZRX,SUSHI,LRC,SKL,BAND,GMT,PEOPLE,SPELL,BNT,KNC,CHR,CVC,MTL,SLP
2026-01-30 20:00:00+00:00,BTC,ETH,BNB,XRP,SOL,TRX,DOGE,BCH,LINK,LTC,AVAX,SHIB,DOT,UNI,AAVE,NEAR,ATOM,ALGO,CHZ,CRV,LDO,GRT,AXS,ENS,SAND,GALA,RAY,MANA,BAT,COMP,CVX,IMX,APE,1INCH,RSR,YFI,ZRX,SUSHI,SKL,LRC,BAND,GMT,PEOPLE,SPELL,BNT,KNC,CHR,CVC,MTL,SLP
2026-01-31 00:00:00+00:00,BTC,ETH,BNB,XRP,SOL,TRX,DOGE,BCH,LINK,LTC,AVAX,SHIB,DOT,UNI,AAVE,NEAR,ATOM,ALGO,CHZ,CRV,LDO,GRT,AXS,ENS,SAND,GALA,RAY,MANA,BAT,COMP,CVX,IMX,APE,1INCH,RSR,YFI,ZRX,SUSHI,SKL,LRC,GMT,BAND,PEOPLE,SPELL,BNT,KNC,CHR,CVC,MTL,SLP
2026-01-31 04:00:00+00:00,BTC,ETH,BNB,XRP,SOL,TRX,DOGE,BCH,LINK,LTC,AVAX,SHIB,DOT,UNI,AAVE,NEAR,ATOM,ALGO,CHZ,CRV,LDO,GRT,AXS,ENS,SAND,GALA,RAY,MANA,BAT,COMP,CVX,IMX,APE,1INCH,RSR,YFI,ZRX,SUSHI,LRC,SKL,GMT,BAND,PEOPLE,BNT,SPELL,KNC,CHR,CVC,MTL,SLP
2026-01-31 08:00:00+00:00,BTC,ETH,BNB,XRP,SOL,TRX,DOGE,BCH,LINK,LTC,AVAX,SHIB,DOT,UNI,AAVE,NEAR,ATOM,ALGO,CHZ,CRV,LDO,GRT,AXS,ENS,SAND,GALA,RAY,MANA,BAT,COMP,CVX,IMX,APE,1INCH,RSR,YFI,ZRX,SUSHI,LRC,SKL,GMT,BAND,PEOPLE,BNT,SPELL,KNC,CHR,CVC,MTL,SLP
2026-01-31 12:00:00+00:00,BTC,ETH,BNB,XRP,SOL,TRX,DOGE,BCH,LINK,LTC,AVAX,SHIB,DOT,UNI,AAVE,NEAR,ATOM,ALGO,CHZ,CRV,LDO,GRT,AXS,SAND,ENS,GALA,MANA,RAY,BAT,COMP,CVX,IMX,APE,1INCH,RSR,YFI,ZRX,SUSHI,LRC,SKL,BAND,GMT,PEOPLE,SPELL,BNT,KNC,CHR,CVC,MTL,SLP
2026-01-31 16:00:00+00:00,BTC,ETH,BNB,XRP,SOL,TRX,DOGE,BCH,LINK,LTC,AVAX,SHIB,DOT,UNI,AAVE,NEAR,ATOM,ALGO,CHZ,CRV,LDO,GRT,AXS,SAND,ENS,GALA,MANA,RAY,BAT,COMP,CVX,IMX,APE,1INCH,RSR,YFI,ZRX,SUSHI,LRC,SKL,BAND,GMT,PEOPLE,SPELL,BNT,KNC,CHR,CVC,MTL,SLP
2026-01-31 20:00:00+00:00,BTC,ETH,BNB,XRP,SOL,TRX,DOGE,BCH,LINK,LTC,AVAX,SHIB,DOT,UNI,AAVE,NEAR,ATOM,ALGO,CHZ,CRV,LDO,GRT,AXS,ENS,SAND,GALA,MANA,RAY,BAT,COMP,CVX,IMX,APE,1INCH,RSR,YFI,ZRX,SUSHI,LRC,SKL,BAND,GMT,PEOPLE,SPELL,BNT,CHR,KNC,CVC,MTL,C98
