date,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,rank_24,rank_25,rank_26,rank_27,rank_28,rank_29,rank_30,rank_31,rank_32,rank_33,rank_34,rank_35,rank_36,rank_37,rank_38,rank_39,rank_40,rank_41,rank_42,rank_43,rank_44,rank_45,rank_46,rank_47,rank_48,rank_49,rank_50
2021-01-01 00:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LTC,LINK,BCH,BNB,GRT,UNI,ALGO,ATOM,TRX,NEAR,1INCH,COMP,RSR,AAVE,AVAX,CRV,BAND,SOL,BAL,YFI,SUSHI,DOGE,WAVES,SXP,SKL,SRM,OMG,REN,BAT,ZRX,HNT,CHZ,LRC,MANA,BNT,KNC,SAND,AXS,TOMO,CVC,YFII,STORJ,MTL,CHR,DENT
2021-01-01 04:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LTC,LINK,BCH,BNB,GRT,ALGO,UNI,ATOM,TRX,NEAR,1INCH,COMP,AVAX,RSR,AAVE,BAND,CRV,SOL,BAL,YFI,SUSHI,DOGE,WAVES,SXP,SKL,SRM,OMG,REN,BAT,ZRX,HNT,CHZ,LRC,MANA,BNT,KNC,SAND,AXS,TOMO,CVC,YFII,STORJ,MTL,CHR,DENT
2021-01-01 08:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LTC,LINK,BCH,BNB,GRT,ALGO,UNI,ATOM,TRX,NEAR,1INCH,AVAX,RSR,COMP,AAVE,BAND,CRV,SOL,BAL,SUSHI,YFI,DOGE,WAVES,SKL,SXP,SRM,OMG,REN,ZRX,BAT,HNT,LRC,CHZ,MANA,KNC,BNT,SAND,AXS,TOMO,CVC,YFII,STORJ,MTL,CHR,DENT
2021-01-01 12:00:00+00:00,BTC,BTT,ETH,XRP,DOT,LTC,LINK,BCH,BNB,GRT,ALGO,UNI,ATOM,TRX,NEAR,1INCH,AVAX,RSR,COMP,AAVE,BAND,CRV,SOL,BAL,SUSHI,YFI,DOGE,WAVES,SKL,SXP,SRM,OMG,REN,ZRX,BAT,HNT,LRC,CHZ,MANA,BNT,KNC,SAND,AXS,TOMO,CVC,YFII,STORJ,MTL,CHR,DENT
2021-01-01 16:00:00+00:00,BTC,BTT,ETH,XRP,DOT,LTC,LINK,BCH,BNB,GRT,ALGO,UNI,ATOM,TRX,NEAR,1INCH,AVAX,RSR,COMP,AAVE,SOL,BAND,CRV,BAL,SUSHI,DOGE,YFI,WAVES,SKL,SXP,SRM,OMG,REN,ZRX,BAT,HNT,LRC,CHZ,MANA,BNT,KNC,SAND,AXS,TOMO,CVC,YFII,STORJ,MTL,CHR,DENT
2021-01-01 20:00:00+00:00,BTC,BTT,ETH,XRP,DOT,LTC,LINK,BCH,BNB,GRT,ALGO,UNI,ATOM,TRX,NEAR,1INCH,AVAX,RSR,COMP,AAVE,SOL,BAND,CRV,SUSHI,BAL,DOGE,YFI,WAVES,SKL,SXP,SRM,OMG,ZRX,REN,BAT,HNT,LRC,CHZ,MANA,BNT,KNC,AXS,SAND,TOMO,CVC,YFII,STORJ,MTL,CHR,DENT
2021-01-02 00:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LTC,LINK,BCH,BNB,GRT,ALGO,UNI,ATOM,TRX,NEAR,AVAX,RSR,1INCH,COMP,AAVE,SOL,DOGE,BAND,BAL,CRV,SUSHI,YFI,WAVES,SXP,SKL,SRM,OMG,ZRX,REN,BAT,HNT,LRC,CHZ,MANA,BNT,KNC,AXS,SAND,TOMO,CVC,YFII,STORJ,MTL,CHR,DENT
2021-01-02 04:00:00+00:00,BTC,BTT,ETH,XRP,DOT,LTC,LINK,BCH,BNB,ALGO,GRT,UNI,ATOM,TRX,NEAR,RSR,AVAX,1INCH,COMP,AAVE,DOGE,BAND,SOL,BAL,SUSHI,CRV,YFI,WAVES,SXP,SKL,SRM,OMG,ZRX,REN,BAT,HNT,LRC,CHZ,MANA,BNT,KNC,SAND,AXS,TOMO,CVC,YFII,STORJ,MTL,CHR,DENT
2021-01-02 08:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LTC,LINK,BCH,BNB,ALGO,GRT,UNI,ATOM,TRX,RSR,NEAR,AVAX,1INCH,COMP,AAVE,DOGE,BAND,SOL,BAL,CRV,SUSHI,YFI,WAVES,SXP,SKL,SRM,OMG,ZRX,REN,BAT,HNT,LRC,CHZ,MANA,BNT,KNC,SAND,AXS,TOMO,CVC,YFII,STORJ,MTL,CHR,DENT
2021-01-02 12:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LTC,LINK,BCH,BNB,ALGO,GRT,UNI,ATOM,TRX,NEAR,RSR,1INCH,AVAX,COMP,DOGE,AAVE,SOL,BAND,BAL,CRV,SUSHI,YFI,WAVES,SXP,SKL,SRM,OMG,REN,ZRX,BAT,HNT,LRC,CHZ,MANA,BNT,KNC,SAND,AXS,TOMO,CVC,YFII,STORJ,MTL,CHR,DENT
2021-01-02 16:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LTC,LINK,BCH,BNB,ALGO,GRT,UNI,ATOM,TRX,RSR,NEAR,DOGE,1INCH,AVAX,COMP,AAVE,SOL,BAND,BAL,CRV,SUSHI,YFI,WAVES,SXP,SKL,SRM,OMG,REN,ZRX,BAT,HNT,LRC,CHZ,MANA,BNT,KNC,SAND,AXS,TOMO,CVC,YFII,STORJ,MTL,CHR,DENT
2021-01-02 20:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LTC,LINK,BCH,BNB,ALGO,GRT,UNI,ATOM,TRX,NEAR,RSR,DOGE,AVAX,1INCH,COMP,AAVE,BAND,SOL,BAL,CRV,SUSHI,YFI,WAVES,SXP,SKL,SRM,OMG,REN,ZRX,BAT,HNT,LRC,CHZ,MANA,BNT,KNC,SAND,AXS,TOMO,CVC,YFII,STORJ,MTL,CHR,DENT
2021-01-03 00:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LTC,LINK,BCH,BNB,ALGO,GRT,UNI,ATOM,TRX,NEAR,RSR,DOGE,AVAX,1INCH,COMP,AAVE,SOL,BAND,CRV,BAL,SUSHI,YFI,WAVES,SXP,SKL,SRM,OMG,REN,ZRX,BAT,HNT,LRC,CHZ,MANA,BNT,KNC,SAND,TOMO,AXS,CVC,YFII,STORJ,MTL,CHR,DENT
2021-01-03 04:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LTC,LINK,BCH,BNB,ALGO,GRT,UNI,ATOM,TRX,RSR,NEAR,DOGE,AVAX,1INCH,COMP,AAVE,SOL,BAND,BAL,CRV,SUSHI,YFI,WAVES,SXP,SKL,SRM,OMG,REN,ZRX,BAT,HNT,LRC,CHZ,MANA,BNT,KNC,TOMO,SAND,AXS,CVC,YFII,STORJ,MTL,CHR,DENT
2021-01-03 08:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LTC,LINK,BCH,BNB,ALGO,GRT,UNI,ATOM,TRX,RSR,DOGE,NEAR,AVAX,1INCH,COMP,SOL,AAVE,BAND,BAL,CRV,SUSHI,YFI,SXP,WAVES,SKL,SRM,OMG,ZRX,BAT,REN,LRC,HNT,CHZ,MANA,BNT,KNC,TOMO,SAND,AXS,CVC,YFII,STORJ,MTL,CHR,DENT
2021-01-03 12:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LTC,LINK,BCH,BNB,ALGO,GRT,UNI,ATOM,TRX,RSR,NEAR,DOGE,AVAX,1INCH,COMP,AAVE,SOL,BAND,BAL,CRV,SUSHI,YFI,SXP,WAVES,SKL,SRM,OMG,ZRX,REN,BAT,LRC,HNT,CHZ,BNT,MANA,KNC,SAND,TOMO,AXS,CVC,YFII,STORJ,MTL,CHR,DENT
2021-01-03 16:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LTC,LINK,BCH,BNB,ALGO,GRT,UNI,ATOM,TRX,RSR,NEAR,AVAX,1INCH,DOGE,COMP,AAVE,SOL,BAND,BAL,CRV,SUSHI,YFI,WAVES,SKL,SXP,SRM,OMG,BAT,ZRX,REN,LRC,HNT,CHZ,MANA,BNT,KNC,SAND,TOMO,AXS,CVC,YFII,STORJ,MTL,CHR,DENT
2021-01-03 20:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LTC,LINK,BCH,BNB,ALGO,UNI,GRT,ATOM,TRX,RSR,NEAR,1INCH,DOGE,AVAX,AAVE,COMP,SOL,BAND,BAL,CRV,SUSHI,YFI,WAVES,SKL,SXP,SRM,OMG,LRC,REN,ZRX,BAT,HNT,CHZ,MANA,BNT,KNC,SAND,TOMO,AXS,CVC,YFII,STORJ,MTL,CHR,DENT
2021-01-04 00:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LTC,LINK,BCH,BNB,ALGO,UNI,GRT,ATOM,TRX,RSR,NEAR,DOGE,1INCH,AAVE,AVAX,COMP,SOL,BAND,CRV,BAL,SUSHI,YFI,WAVES,SXP,SKL,OMG,SRM,REN,BAT,ZRX,LRC,HNT,CHZ,MANA,BNT,KNC,SAND,TOMO,AXS,CVC,YFII,STORJ,MTL,CHR,DENT
2021-01-04 04:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LTC,LINK,BCH,BNB,ALGO,UNI,GRT,ATOM,TRX,RSR,NEAR,1INCH,AVAX,AAVE,DOGE,COMP,SOL,BAND,BAL,SUSHI,CRV,YFI,WAVES,SKL,SXP,SRM,OMG,LRC,REN,BAT,ZRX,HNT,CHZ,MANA,BNT,KNC,TOMO,SAND,AXS,CVC,YFII,STORJ,MTL,CHR,DENT
2021-01-04 08:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LTC,LINK,BCH,BNB,ALGO,UNI,GRT,ATOM,TRX,RSR,NEAR,1INCH,AVAX,AAVE,COMP,DOGE,SOL,BAND,SUSHI,BAL,CRV,YFI,WAVES,SKL,SXP,OMG,SRM,LRC,ZRX,REN,BAT,HNT,CHZ,MANA,BNT,KNC,TOMO,SAND,AXS,CVC,YFII,STORJ,MTL,CHR,DENT
2021-01-04 12:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LTC,LINK,BCH,BNB,ALGO,UNI,GRT,ATOM,TRX,RSR,NEAR,AAVE,DOGE,AVAX,1INCH,COMP,SOL,BAND,SUSHI,BAL,CRV,YFI,SKL,WAVES,SXP,OMG,SRM,LRC,ZRX,REN,BAT,HNT,CHZ,MANA,BNT,KNC,TOMO,SAND,AXS,CVC,YFII,STORJ,MTL,CHR,DENT
2021-01-04 16:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LTC,LINK,BCH,BNB,ALGO,UNI,GRT,ATOM,TRX,RSR,NEAR,AAVE,DOGE,AVAX,1INCH,COMP,SOL,BAND,BAL,CRV,SUSHI,YFI,SKL,WAVES,SXP,SRM,OMG,LRC,REN,ZRX,BAT,HNT,CHZ,MANA,BNT,KNC,TOMO,SAND,AXS,CVC,YFII,STORJ,MTL,CHR,DENT
2021-01-04 20:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LTC,LINK,BCH,BNB,ALGO,UNI,GRT,ATOM,TRX,RSR,NEAR,AAVE,AVAX,DOGE,COMP,1INCH,SOL,BAND,BAL,CRV,SUSHI,YFI,SKL,WAVES,SXP,SRM,OMG,LRC,REN,ZRX,BAT,HNT,CHZ,BNT,MANA,KNC,TOMO,SAND,AXS,CVC,YFII,STORJ,MTL,CHR,DENT
2021-01-05 00:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LTC,LINK,BCH,BNB,ALGO,UNI,GRT,ATOM,TRX,RSR,NEAR,AAVE,AVAX,COMP,1INCH,DOGE,SOL,BAND,BAL,CRV,SUSHI,YFI,LRC,SKL,WAVES,SXP,OMG,SRM,ZRX,BAT,REN,HNT,CHZ,MANA,BNT,KNC,TOMO,SAND,AXS,CVC,YFII,STORJ,MTL,CHR,DENT
2021-01-05 04:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LTC,LINK,BCH,BNB,ALGO,UNI,GRT,ATOM,TRX,RSR,NEAR,AAVE,AVAX,COMP,1INCH,DOGE,SOL,BAND,BAL,CRV,SUSHI,YFI,SKL,WAVES,LRC,SXP,OMG,SRM,BAT,ZRX,REN,HNT,CHZ,MANA,BNT,KNC,TOMO,SAND,AXS,CVC,YFII,STORJ,MTL,CHR,DENT
2021-01-05 08:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LTC,LINK,BCH,BNB,ALGO,UNI,GRT,ATOM,TRX,RSR,NEAR,AVAX,AAVE,1INCH,DOGE,COMP,SOL,BAND,BAL,CRV,SUSHI,YFI,SKL,LRC,WAVES,SRM,OMG,SXP,ZRX,REN,BAT,HNT,CHZ,MANA,BNT,KNC,TOMO,SAND,AXS,CVC,YFII,STORJ,MTL,CHR,DENT
2021-01-05 12:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LTC,LINK,BCH,BNB,ALGO,UNI,GRT,ATOM,TRX,RSR,NEAR,AVAX,AAVE,1INCH,COMP,DOGE,SOL,BAND,BAL,CRV,SUSHI,YFI,SKL,LRC,SRM,WAVES,OMG,SXP,ZRX,REN,BAT,HNT,CHZ,BNT,MANA,KNC,TOMO,SAND,AXS,CVC,YFII,STORJ,MTL,CHR,DENT
2021-01-05 16:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LTC,LINK,BCH,BNB,ALGO,UNI,GRT,ATOM,TRX,RSR,NEAR,AAVE,AVAX,1INCH,COMP,DOGE,SOL,BAND,BAL,SUSHI,CRV,YFI,LRC,SKL,SRM,WAVES,SXP,OMG,ZRX,REN,BAT,HNT,CHZ,BNT,MANA,KNC,TOMO,SAND,AXS,CVC,YFII,STORJ,MTL,CHR,DENT
2021-01-05 20:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LTC,LINK,BCH,BNB,ALGO,UNI,GRT,ATOM,TRX,RSR,NEAR,AVAX,AAVE,1INCH,COMP,DOGE,BAND,SOL,BAL,SUSHI,CRV,YFI,SKL,LRC,WAVES,SRM,SXP,OMG,ZRX,BAT,REN,HNT,CHZ,BNT,MANA,KNC,TOMO,SAND,AXS,CVC,YFII,STORJ,MTL,CHR,DENT
2021-01-06 00:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LTC,LINK,BCH,BNB,ALGO,UNI,GRT,ATOM,TRX,RSR,AVAX,NEAR,AAVE,1INCH,COMP,DOGE,BAND,SOL,CRV,BAL,SUSHI,YFI,SKL,LRC,WAVES,SRM,SXP,OMG,ZRX,BAT,REN,HNT,CHZ,MANA,BNT,KNC,TOMO,SAND,AXS,CVC,YFII,STORJ,MTL,CHR,DENT
2021-01-06 04:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LTC,LINK,BCH,BNB,ALGO,UNI,GRT,ATOM,TRX,RSR,AVAX,NEAR,AAVE,1INCH,COMP,DOGE,BAND,SOL,BAL,CRV,SUSHI,YFI,SKL,LRC,WAVES,SRM,SXP,OMG,ZRX,BAT,REN,HNT,CHZ,BNT,MANA,KNC,TOMO,SAND,AXS,CVC,YFII,STORJ,MTL,CHR,DENT
2021-01-06 08:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LTC,LINK,BCH,BNB,ALGO,GRT,UNI,ATOM,TRX,RSR,AVAX,NEAR,1INCH,AAVE,COMP,DOGE,BAND,SOL,BAL,CRV,SUSHI,YFI,SKL,WAVES,SRM,LRC,SXP,OMG,ZRX,BAT,REN,HNT,CHZ,BNT,MANA,KNC,TOMO,SAND,AXS,CVC,YFII,STORJ,MTL,CHR,DENT
2021-01-06 12:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LTC,LINK,BCH,BNB,ALGO,GRT,UNI,ATOM,TRX,RSR,AVAX,1INCH,NEAR,AAVE,COMP,DOGE,BAND,SOL,BAL,CRV,SUSHI,YFI,SKL,WAVES,SXP,SRM,LRC,OMG,ZRX,BAT,REN,HNT,CHZ,MANA,BNT,KNC,TOMO,SAND,AXS,CVC,YFII,STORJ,MTL,CHR,DENT
2021-01-06 16:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LTC,LINK,BCH,BNB,ALGO,UNI,GRT,ATOM,TRX,RSR,NEAR,1INCH,AVAX,COMP,AAVE,DOGE,BAND,SOL,BAL,CRV,SUSHI,YFI,SKL,WAVES,SRM,SXP,LRC,OMG,ZRX,BAT,REN,HNT,CHZ,KNC,MANA,BNT,TOMO,SAND,AXS,CVC,YFII,STORJ,MTL,CHR,DENT
2021-01-06 20:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LTC,LINK,BCH,BNB,ALGO,UNI,GRT,ATOM,TRX,RSR,1INCH,NEAR,AVAX,COMP,AAVE,DOGE,BAND,BAL,SOL,CRV,SUSHI,YFI,SKL,WAVES,SXP,SRM,OMG,LRC,ZRX,BAT,REN,HNT,CHZ,KNC,MANA,BNT,TOMO,SAND,AXS,CVC,YFII,STORJ,MTL,CHR,DENT
2021-01-07 00:00:00+00:00,BTC,BTT,ETH,DOT,XRP,LTC,LINK,BCH,BNB,ALGO,UNI,GRT,ATOM,TRX,RSR,AVAX,1INCH,NEAR,AAVE,COMP,BAND,DOGE,SOL,BAL,CRV,SUSHI,YFI,SKL,WAVES,SRM,SXP,LRC,OMG,ZRX,REN,BAT,HNT,CHZ,KNC,MANA,BNT,TOMO,SAND,AXS,CVC,YFII,STORJ,MTL,CHR,DENT
2021-01-07 04:00:00+00:00,BTC,BTT,ETH,XRP,DOT,LTC,LINK,BCH,BNB,ALGO,UNI,GRT,ATOM,TRX,RSR,1INCH,NEAR,AVAX,AAVE,COMP,DOGE,BAND,SOL,BAL,CRV,YFI,SUSHI,SKL,WAVES,SRM,SXP,LRC,OMG,REN,ZRX,BAT,HNT,CHZ,MANA,KNC,BNT,TOMO,SAND,AXS,CVC,YFII,STORJ,MTL,CHR,DENT
2021-01-07 08:00:00+00:00,BTC,BTT,ETH,XRP,DOT,LTC,LINK,BCH,BNB,GRT,ALGO,UNI,ATOM,TRX,RSR,1INCH,NEAR,AVAX,AAVE,COMP,DOGE,BAND,SOL,YFI,BAL,CRV,SUSHI,SKL,WAVES,SXP,SRM,LRC,OMG,ZRX,REN,BAT,HNT,CHZ,MANA,KNC,BNT,TOMO,SAND,AXS,CVC,YFII,STORJ,MTL,CHR,DENT
2021-01-07 12:00:00+00:00,BTC,BTT,ETH,XRP,DOT,LTC,LINK,BCH,BNB,ALGO,UNI,GRT,ATOM,TRX,RSR,1INCH,AVAX,NEAR,AAVE,COMP,BAND,DOGE,SOL,YFI,BAL,SUSHI,CRV,SKL,WAVES,SXP,SRM,LRC,OMG,BAT,REN,ZRX,HNT,MANA,CHZ,KNC,BNT,CVC,TOMO,SAND,AXS,YFII,STORJ,MTL,CHR,DENT
2021-01-07 16:00:00+00:00,BTC,BTT,ETH,XRP,DOT,LTC,LINK,BCH,BNB,ALGO,UNI,GRT,ATOM,TRX,RSR,1INCH,NEAR,AVAX,AAVE,COMP,DOGE,BAND,SOL,BAL,YFI,CRV,SUSHI,SKL,SXP,WAVES,SRM,OMG,LRC,BAT,ZRX,REN,HNT,MANA,CHZ,KNC,BNT,CVC,TOMO,SAND,AXS,YFII,STORJ,MTL,CHR,DENT
2021-01-07 20:00:00+00:00,BTC,BTT,ETH,XRP,DOT,LTC,LINK,BCH,BNB,ALGO,UNI,GRT,ATOM,TRX,RSR,NEAR,AVAX,1INCH,AAVE,COMP,DOGE,BAND,SOL,BAL,YFI,SUSHI,CRV,SKL,WAVES,SXP,SRM,OMG,LRC,BAT,ZRX,REN,HNT,MANA,CHZ,KNC,BNT,CVC,TOMO,SAND,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-08 00:00:00+00:00,BTC,BTT,ETH,XRP,DOT,LTC,LINK,BCH,BNB,ALGO,UNI,GRT,ATOM,TRX,RSR,NEAR,AVAX,1INCH,AAVE,COMP,DOGE,BAND,SOL,BAL,YFI,CRV,SUSHI,SKL,SXP,WAVES,SRM,OMG,LRC,BAT,ZRX,REN,MANA,HNT,CHZ,KNC,BNT,CVC,SAND,TOMO,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-08 04:00:00+00:00,BTC,BTT,ETH,XRP,DOT,LTC,LINK,BCH,BNB,ALGO,UNI,GRT,ATOM,TRX,RSR,AVAX,NEAR,1INCH,AAVE,COMP,BAND,DOGE,SOL,YFI,BAL,SUSHI,CRV,SKL,SXP,WAVES,SRM,OMG,LRC,BAT,ZRX,REN,MANA,HNT,CHZ,KNC,BNT,CVC,SAND,TOMO,AXS,YFII,STORJ,MTL,CHR,DENT
2021-01-08 08:00:00+00:00,BTC,BTT,ETH,XRP,DOT,LTC,LINK,BCH,BNB,ALGO,UNI,GRT,ATOM,TRX,RSR,AVAX,NEAR,1INCH,SOL,AAVE,COMP,BAND,DOGE,BAL,YFI,SUSHI,CRV,SKL,SXP,WAVES,SRM,OMG,LRC,BAT,ZRX,REN,HNT,MANA,CHZ,KNC,BNT,CVC,SAND,TOMO,AXS,YFII,STORJ,MTL,CHR,DENT
2021-01-08 12:00:00+00:00,BTC,BTT,ETH,XRP,DOT,LTC,LINK,BCH,BNB,ALGO,UNI,GRT,ATOM,TRX,RSR,NEAR,AVAX,SOL,1INCH,BAND,AAVE,COMP,DOGE,YFI,BAL,SUSHI,CRV,SKL,SRM,SXP,WAVES,OMG,LRC,REN,ZRX,BAT,HNT,MANA,CHZ,KNC,BNT,CVC,TOMO,SAND,AXS,YFII,STORJ,MTL,CHR,DENT
2021-01-08 16:00:00+00:00,BTC,BTT,ETH,XRP,DOT,LTC,LINK,BCH,BNB,ALGO,UNI,GRT,ATOM,TRX,RSR,AVAX,NEAR,SOL,1INCH,BAND,AAVE,COMP,DOGE,YFI,BAL,SUSHI,CRV,SKL,SXP,SRM,WAVES,OMG,LRC,REN,BAT,ZRX,HNT,MANA,CHZ,KNC,BNT,TOMO,CVC,SAND,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-08 20:00:00+00:00,BTC,BTT,ETH,XRP,DOT,LTC,LINK,BCH,BNB,ALGO,UNI,GRT,ATOM,TRX,RSR,AVAX,NEAR,SOL,BAND,AAVE,1INCH,COMP,DOGE,YFI,SUSHI,BAL,CRV,SKL,SXP,SRM,WAVES,OMG,LRC,REN,BAT,ZRX,HNT,MANA,CHZ,KNC,BNT,TOMO,CVC,SAND,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-09 00:00:00+00:00,BTC,BTT,ETH,XRP,DOT,LTC,LINK,BCH,BNB,ALGO,UNI,GRT,ATOM,TRX,AVAX,RSR,NEAR,BAND,SOL,AAVE,1INCH,COMP,DOGE,YFI,SUSHI,BAL,CRV,SXP,SKL,SRM,WAVES,LRC,OMG,REN,ZRX,BAT,HNT,MANA,CHZ,KNC,BNT,TOMO,CVC,SAND,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-09 04:00:00+00:00,BTC,BTT,ETH,XRP,DOT,LTC,LINK,BCH,BNB,ALGO,UNI,GRT,ATOM,TRX,AVAX,RSR,NEAR,BAND,SOL,AAVE,1INCH,COMP,DOGE,YFI,SUSHI,BAL,CRV,SXP,SKL,SRM,WAVES,LRC,OMG,REN,BAT,ZRX,HNT,MANA,CHZ,KNC,BNT,TOMO,CVC,SAND,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-09 08:00:00+00:00,BTC,BTT,ETH,XRP,DOT,LTC,LINK,BCH,BNB,ALGO,UNI,GRT,ATOM,TRX,AVAX,RSR,NEAR,BAND,SOL,1INCH,AAVE,COMP,DOGE,YFI,SUSHI,BAL,CRV,SXP,SKL,SRM,WAVES,OMG,LRC,ZRX,REN,BAT,HNT,MANA,CHZ,KNC,BNT,TOMO,CVC,SAND,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-09 12:00:00+00:00,BTC,BTT,ETH,XRP,DOT,LTC,LINK,BCH,BNB,ALGO,UNI,GRT,ATOM,TRX,AVAX,RSR,NEAR,BAND,SOL,AAVE,1INCH,COMP,DOGE,YFI,SUSHI,BAL,CRV,SXP,SKL,SRM,WAVES,OMG,LRC,ZRX,REN,BAT,HNT,MANA,KNC,CHZ,BNT,TOMO,CVC,SAND,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-09 16:00:00+00:00,BTC,BTT,ETH,XRP,DOT,LTC,LINK,BCH,BNB,ALGO,UNI,GRT,ATOM,TRX,AVAX,RSR,NEAR,SOL,1INCH,AAVE,BAND,COMP,DOGE,YFI,SUSHI,BAL,CRV,SXP,SKL,SRM,WAVES,OMG,LRC,ZRX,REN,BAT,HNT,MANA,KNC,CHZ,BNT,TOMO,SAND,CVC,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-09 20:00:00+00:00,BTC,BTT,ETH,XRP,DOT,LTC,LINK,BCH,BNB,ALGO,UNI,GRT,ATOM,TRX,AVAX,RSR,NEAR,SOL,AAVE,1INCH,COMP,BAND,DOGE,YFI,SUSHI,BAL,CRV,SXP,SKL,SRM,WAVES,OMG,LRC,ZRX,REN,BAT,HNT,MANA,CHZ,KNC,BNT,TOMO,SAND,CVC,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-10 00:00:00+00:00,BTC,BTT,ETH,XRP,DOT,LTC,LINK,BCH,BNB,ALGO,UNI,GRT,ATOM,TRX,AVAX,RSR,NEAR,SOL,1INCH,COMP,AAVE,BAND,DOGE,YFI,BAL,SUSHI,CRV,SXP,SKL,SRM,WAVES,OMG,LRC,ZRX,REN,BAT,HNT,MANA,CHZ,KNC,BNT,TOMO,CVC,SAND,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-10 04:00:00+00:00,BTC,BTT,ETH,XRP,DOT,LTC,LINK,BCH,BNB,ALGO,UNI,GRT,ATOM,TRX,AVAX,RSR,NEAR,SOL,AAVE,COMP,1INCH,BAND,DOGE,BAL,YFI,SUSHI,CRV,SXP,SKL,SRM,WAVES,OMG,LRC,ZRX,REN,BAT,HNT,MANA,CHZ,KNC,BNT,TOMO,CVC,SAND,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-10 08:00:00+00:00,BTC,BTT,ETH,XRP,DOT,LTC,LINK,BCH,BNB,ALGO,UNI,GRT,ATOM,TRX,AVAX,RSR,NEAR,SOL,AAVE,COMP,1INCH,BAND,DOGE,BAL,YFI,SUSHI,CRV,SXP,SKL,SRM,WAVES,OMG,LRC,ZRX,REN,BAT,HNT,MANA,KNC,CHZ,BNT,TOMO,SAND,CVC,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-10 12:00:00+00:00,BTC,BTT,ETH,XRP,DOT,LTC,LINK,BCH,BNB,ALGO,UNI,GRT,ATOM,TRX,AVAX,RSR,NEAR,SOL,AAVE,COMP,1INCH,BAND,DOGE,BAL,YFI,SUSHI,CRV,SXP,WAVES,SKL,SRM,OMG,LRC,ZRX,REN,BAT,HNT,MANA,CHZ,KNC,BNT,TOMO,SAND,CVC,AXS,YFII,STORJ,MTL,DENT,CHR
2021-01-10 16:00:00+00:00,BTC,BTT,ETH,XRP,DOT,LTC,BCH,LINK,BNB,ALGO,UNI,GRT,ATOM,TRX,AVAX,RSR,NEAR,SOL,AAVE,COMP,1INCH,BAND,DOGE,BAL,YFI,SUSHI,CRV,SXP,WAVES,SKL,SRM,OMG,LRC,ZRX,REN,BAT,HNT,MANA,CHZ,KNC,BNT,TOMO,SAND,CVC,AXS,YFII,STORJ,MTL,DENT,CHR
